id,url,item_name,match_id,ingredients,reef_safe_determination,brand
141,https://www.albabotanica.com/products-alba/hawaiian-sunscreen-9/,"Alba Aloe Vera Sunscreen Lotion SPF 30",34,"Active Ingredients: Avobenzone - 3%, Homosalate - 10%, Octocrylene - 10%, Octisalate - 5%Inactive Ingredients: Water (Aqua), Butyloctyl Salicylate, Dodecane, VP/Hexadecene Copolymer, Polyglyceryl-10 Pentastearate, Glycerin, Cetyl Alcohol, Glyceryl Stearate SE, Glyceryl Oleate Citrate, Behenyl Alcohol, Phenoxyethanol, Aloe Barbadensis Leaf Juice (1), Calendula Officinalis Flower Extract (1), Camellia Sinensis Leaf Extract (1), Chamomilla Recutita (Matricaria) Flower Extract (1), Ginkgo Biloba Leaf Extract, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract (1), Panax Ginseng Root Extract, Tocopheryl Acetate, Caprylic/Capric Triglyceride, Cetearyl Olivate, Citric Acid, Decane, Nonane, Potassium Hydroxide, Sodium Phytate, Sodium Stearoyl Lactylate, Solanum Tuberosum (Potato) Starch, Sorbitan Olivate, Alcohol (1), Ethylhexylglycerin, Potassium Sorbate, Sodium Benzoate",1,"Alba Botanica"
145,https://www.albabotanica.com/products-alba/sport-sunscreen-2/,"Alba Fragrance Free Sunscreen Spray SPF 50",40,"Active Ingredients:Avobenzone - 2.9%, Homosalate - 14.7%, Octisalate - 4.9%, Octocrylene – 7.6%Inactive Ingredients:Alcohol Denat., Butyloctyl Salicylate, Acrylates/Octylacrylamide Copolymer, Aloe Barbadensis Leaf Extract, Camellia Sinensis Leaf Extract, Carthamus Tinctorius (Safflower) Seed Oil, Chamomilla Recutita (Matricaria) Flower Extract, Diisopropyl Adipate, Ginkgo Biloba Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil, Panax Quinquefolius Root Extract, Persea Gratissima (Avocado) Oil, Tocopheryl Acetate",1,"Alba Botanica"
147,https://www.albabotanica.com/products-alba/kids-tropical-sunscreen/,"Alba Fruit Sunscreen Spray SPF 50",39,"Active Ingredients:Avobenzone - 2.9%Homosalate - 14.7%Octisalate - 4.9%Octocrylene – 7.6%Inactive Ingredients:Alcohol Denat., Butyloctyl Salicylate, Acrylates/Octylacrylamide Copolymer, Aloe Barbadensis Leaf Extract, Camellia Sinensis Leaf Extract, Carthamus Tinctorius (Safflower) Seed Oil, Chamomilla Recutita (Matricaria) Flower Extract, Diisopropyl Adipate, Ginkgo Biloba Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil, Panax Quinquefolius Root Extract, Persea Gratissima (Avocado) Oil, Tocopheryl Acetate, Fragrance (Parfum)*, Linalool, Limonene*Natural Fragrance",1,"Alba Botanica"
149,https://www.albabotanica.com/products-alba/sheer-mineral-sunscreen-6/,"Alba Mineral Face Fragrance Free Sunscreen Lotion SPF 30",35,"Active IngredientsZinc Oxide – 24.1%Inactive IngredientsWater (Aqua), Caprylic/Capric Triglyceride, Ethylhexyl Olivate, Butyloctyl Salicylate, Isoamyl Laurate, Glyceryl Stearate SE, Niacinamide, VP/Hexadecene Copolymer, Triethoxycaprylylsilane, Tocopheryl Acetate, Glycerin, Polyhydroxystearic Acid, Potassium Cetyl Phosphate, Sodium Phytate, Squalane, Xanthan Gum, Alcohol (1), Ethylhexylglycerin, Phenoxyethanol",2,"Alba Botanica"
157,https://www.albabotanica.com/products-alba/hawaiian-sunscreen-5/,"Alba Coconut Sunscreen Spray SPF 50",32,"Active Ingredients:Avobenzone - 2.9%Homosalate - 14.7%Octisalate - 4.9%Octocrylene – 7.6%Inactive Ingredients:Alcohol Denat., Butyloctyl Salicylate, Acrylates/Octylacrylamide Copolymer, Fragrance (Parfum)**, Aloe Barbadensis Leaf Extract, Camellia Sinensis Leaf Extract, Carthamus Tinctorius (Safflower) Seed Oil, Chamomilla Recutita (Matricaria) Flower Extract, Diisopropyl Adipate, Ginkgo Biloba Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil, Panax Quinquefolius Root Extract, Persea Gratissima (Avocado) Oil, Tocopheryl Acetate, Coumarin, Limonene, Linalool**Natural Fragrance",1,"Alba Botanica"
164,https://www.olay.com/en-us/skin-care-products/total-effects-anti-aging-moisturizer-spf-fragrance-free,"Olay Total Effects Moisturizer, Anti-Aging, Fragrance-Free, With Sunscreen, Broad Spectrum Spf 15",86,"ACTIVE INGREDIENTS: AVOBENZONE 3.0%, HOMOSALATE 4.0%, OCTISALATE 4.5%, OCTOCRYLENE 2.6% INGREDIENTS: WATER, GLYCERIN, NIACINAMIDE*, DIMETHICONE, ISOPROPYL ISOSTEARATE, PANTHENOL**, TOCOPHERYL ACETATE***, SODIUM ASCORBYL PHOSPHATE^, RETINYL PROPIONATE^^, CAMELLIA SINENSIS LEAF EXTRACT^*, BHT^**, TAPIOCA STARCH, DIMETHICONOL, CETEARYL GLUCOSIDE, CETEARYL ALCOHOL, STEARIC ACID, PALMITIC ACID, STEARYL ALCOHOL, CETYL ALCOHOL, BEHENYL ALCOHOL, DISODIUM EDTA, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, CARBOMER, SODIUM HYDROXIDE, PEG-100 STEARATE, TITANIUM DIOXIDE, POLYMETHYLSILSESQUIOXANE, BENZYL ALCOHOL, METHYLPARABEN, ETHYLPARABEN, PROPYLPARABEN, IODOPROPYNYL BUTYLCARBAMATE",1,Olay
165,https://coola.com/products/mineral-face-sunscreen-lotion-sheer-matte-spf-30,"Mineral Face Organic Sunscreen Lotion Sheer Matte SPF 30 – Tinted",50,"Active Ingredients (Sunscreen): Zinc Oxide 10.5%

 

Inactive Ingredients: Aloe Barbadensis Leaf Juice (ORGANIC), Caprylic/Capric Triglyceride, Butyloctyl Salicylate, Polyglyceryl-4 Laurate/Succinate, Glycerin (ORGANIC), Methyl Methacrylate Crosspolymer, Poly C10-30 Alkyl Acrylate, Sorbitan Oleate, Trimethoxybenzylidene Pentanedione, Arachidyl Alcohol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Carthamus Tinctorius (Safflower) Oleosomes, Mauritia Flexuosa Fruit Oil (ORGANIC), Rubus Idaeus (Raspberry) Seed Oil (ORGANIC), Limnanthes Alba (Meadowfoam) Seed Oil, Oenothera, Biennis (Evening Primrose) Oil (ORGANIC), Rosa Canina Seed Oil (ORGANIC), Helianthus Annuus (Sunflower) Seed Oil, Ricinus Communis (Castor) Seed Oil, Opuntia Vulgaris Extract, Behenyl Alcohol, Polyhydroxystearic Acid, Isostearic Acid, Benzyl Alcohol, Arachidyl Glucoside, Xanthan Gum, 1,2-Hexanediol, Caprylyl Glycol, Citric Acid, Hydrogenated Polyisobutene, Iron Oxides, CI 77891, Sorbitan Isostearate, CI 77492, CI 77491, Disteardimonium Hectorite, CI 77499, Propylene Carbonate, Gluconolactone, Sodium Benzoate

 

Inactive Ingredients: Aloe Barbadensis Leaf Juice (ORGANIC), Caprylic/Capric Triglyceride, Butyloctyl Salicylate, Polyglyceryl-4 Laurate/Succinate, Glycerin (ORGANIC), Methyl Methacrylate Crosspolymer, Poly C10-30 Alkyl Acrylate, Sorbitan Oleate, Trimethoxybenzylidene Pentanedione, Arachidyl Alcohol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Carthamus Tinctorius (Safflower) Oleosomes, Mauritia Flexuosa Fruit Oil (ORGANIC), Rubus Idaeus (Raspberry) Seed Oil (ORGANIC), Limnanthes Alba (Meadowfoam) Seed Oil, Oenothera, Biennis (Evening Primrose) Oil (ORGANIC), Rosa Canina Seed Oil (ORGANIC), Helianthus Annuus (Sunflower) Seed Oil, Ricinus Communis (Castor) Seed Oil, Opuntia Vulgaris Extract, Behenyl Alcohol, Polyhydroxystearic Acid, Isostearic Acid, Benzyl Alcohol, Arachidyl Glucoside, Xanthan Gum, 1,2-Hexanediol, Caprylyl Glycol, Citric Acid, Hydrogenated Polyisobutene, Iron Oxides, CI 77891, Sorbitan Isostearate, CI 77492, CI 77491, Disteardimonium Hectorite, CI 77499, Propylene Carbonate, Gluconolactone, Sodium Benzoate",3,Coola
166,https://coola.com/products/mineral-body-sunscreen-spray-spf-30-5oz?g_adgroupid=&g_adtype=none&g_campaign=PM_PLA_All_Products&g_campaignid=19541902247&g_keywordid=&g_keyword=&g_network=x&g_adid=&g_acctid=821-477-7515&gclid=CjwKCAjwrdmhBhBBEiwA4Hx5g5t01tKOABzQSgormPodnJ1eYnpaoPtPjEuNyhU5yaEjqr0auWqkFRoC4v0QAvD_BwE,"Mineral Body Organic Sunscreen Spray SPF 30",51,"Active Ingredients (Sunscreen):

Zinc Oxide 14.5%

 

Inactive Ingredients:

Algae Extract (ORGANIC), Aloe Barbadensis Leaf Juice (ORGANIC), Bentonite, Bisabolol (ORGANIC), Brassica Campestris (Rapeseed) Seed Oil, Butyloctyl Salicylate, Camelina Sativa Seed Oil, Caprylhydroxamic Acid, Capryloyl Glycerin/Sebacic Acid Copolymer, Caprylyl Glycol, Carthamus Tinctorius (Safflower) Oleosomes, Cellulose Gum, Cetearyl Alcohol, Citric Acid, Citrus Aurantium Dulcis (ORGANIC Orange) Fruit Water, Coco-Glucoside, Cocos Nucifera (ORGANIC Coconut) Oil, Glycerin (ORGANIC), Helianthus Annuus (ORGANIC Sunflower) Seed Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Mauritia Flexuosa (ORGANIC Buriti) Fruit Oil, Methyl Dihydroabietate, Microcrystalline Cellulose, Opuntia Ficus-Indica Flower Extract, Propanediol, Rosmarinus Officinalis (ORGANIC Rosemary) Leaf Extract, Rubus Idaeus (ORGANIC Raspberry) Seed Oil, Shea Butter Ethyl Esters, Simmondsia Chinesis (ORGANIC Jojoba) Seed Oil, Sodium Stearoyl Glutamate, Water",3,Coola
167,https://www.hawaiiantropic.com/products/hawaiian-tropic-mineral-translucent-sunscreen-powder-brush-spf-30?_pos=1&_sid=86bf596ea&_ss=r,"Hawaiian Tropic Mineral Translucent Sunscreen Powder Brush SPF 30",57,"zinc oxide 24.5%",2,"Hawaiian Tropic"
168,https://www.hawaiiantropic.com/products/hawaiian-tropic-everyday-active-lotion-spf-50?_pos=1&_sid=8f3b10d94&_ss=r,"Hawaiian Tropic Everyday ActiveTM Lotion SPF 50",63,"avobenzone 2.7%, homosalate 9.0%, octisalate 4.0%, octocrylene 5.0%",1,"Hawaiian Tropic"
169,https://www.hawaiiantropic.com/products/hawaiian-tropic-everyday-active-clear-spray-spf-50?_pos=2&_sid=e48cebc92&_ss=r,"Hawaiian Tropic Everyday ActiveTM Clear Spray SPF 50",68,"avobenzone 2.7%, homosalate 9.0%, octisalate 4.5%, octocrylene 7.0%",1,"Hawaiian Tropic"
170,https://www.hawaiiantropic.com/products/hawaiian-tropic-protective-tanning-dry-oil-clear-spray-spf-30?_pos=1&_sid=b2af98d62&_ss=r,"Hawaiian Tropic Protective Tanning Dry Oil Clear Spray SPF 30",75,"avobenzone 2.0%, homosalate 6.0%, octisalate 4.5%, octocrylene 6.0%",1,"Hawaiian Tropic"
171,https://www.hawaiiantropic.com/products/hawaiian-tropic-island-tanning-lotion-spf-4?_pos=2&_sid=b51660ac8&_ss=r,"Hawaiian Tropic Island Tanning Lotion SPF 4",79,"avobenzone 1.0%, octocrylene 2.0%",1,"Hawaiian Tropic"
172,https://www.amazon.com/Alba-Botanica-Hawaiian-Sunscreen-Green/dp/B00CQ7V1JO?th=1,"Alba Botanica Sunscreen Lotion, SPF 45, Green Tea, 4 Oz",33,"Active Ingredient, Purpose Avobenzone 3.0%, Sunscreen Homosalate 10.0%, Sunscreen Octocrylene 10.0%, Sunscreen Octyl Salicylate 5.0%, Sunscreen Inactive Ingredients Water (Aqua), Cetyl Alcohol, Glycerin, Glyceryl Stearate SE, Dimethicone, Caprylic/Capric Triglyceride, VP/Hexadecene Copolymer, Citrus Aurantium Dulcis (Orange) Peel Oil, Aloe Barbadensis Leaf Juice(1), Calendula Officinalis Flower Extract(1), Camellia Sinensis Leaf Extract(1), Chamomilla Recutita (Matricaria) Flower Extract(1), Ginkgo Biloba Leaf Extract, Lavandula Angustifolia (Lavender) Flower Extract(1), Tocopheryl Acetate, Alcohol(1), Cetearyl Alcohol, Cetearyl Olivate, Citric Acid, Linalyl Acetate, Polysorbate 60, Sodium Chloride, Sodium Stearoyl Glutamate, Sorbitan Olivate, Triethyl Citrate, Xanthan Gum, Benzyl Alcohol, Potassium Sorbate, Sodium Benzoate, Amy Cinnamal, Citral, Citronellol, Geraniol, Hydroxycitronellal, Limonene, Linalool. (1)Certified organic ingredient.",1,"Alba Botanica"
